id,titulo,autor,siglo,texto_limpio,tokens_utiles
202,- LVI -,Juan de Arguijo,15-17,el gran senor del asia y venerado padre de tantos reyes suerte fiera falta sepulcro y yace en la ribera sin cabeza y sin nombre el cuerpo helado y cuando se ve en troya derramado mas fuego que contiene la alta esfera falta al desnudo tronco la postrera llama y solo le bana el ponto airado en ti admiramos de la humana suerte la inconstancia oh ejemplo sin segundo en ti las vueltas de la incierta vida cual voz habra que dignamente acierte a lamentar su fin cuando vio el mundo ni grandeza mayor ni igual caida,gran senor asia venerado padre tantos reyes suerte fiera falta sepulcro yace ribera cabeza nombre cuerpo helado cuando ve troya derramado fuego contiene alta esfera falta desnudo tronco postrera llama solo le bana ponto airado ti admiramos humana suerte inconstancia oh ejemplo segundo ti vueltas incierta vida cual voz habra dignamente acierte lamentar fin cuando vio mundo ni grandeza mayor ni igual caida
203,- XL -,Juan de Arguijo,15-17,el triste fin la suerte infortunada ajeno premio de la fe constante del uno y otro miserable amante a quien perdio una noche y una espada encierra en sobre oscura esta labrada piedra tu peregrino caminante repara el grave caso y con semblante pio suspende el curso a tu jornada que daras tiernas lagrimas no dudo a las cenizas donde aun dura ardiente el fuego que causo desdicha tanta debida compasion al mal que pudo trocar color en la cercana fuente y el de su fruto en la silvestre planta,triste fin suerte infortunada ajeno premio fe constante uno otro miserable amante quien perdio noche espada encierra oscura esta labrada piedra tu peregrino caminante repara grave caso semblante pio suspende curso tu jornada daras tiernas lagrimas no dudo cenizas donde aun dura ardiente fuego causo desdicha tanta debida compasion mal pudo trocar color cercana fuente fruto silvestre planta
204,A la muerte de Lope de Vega,María de Zayas y Sotomayor,15-17,si mi llanto a mi pluma no estorbara o fenix de la patria o nuevo apolo de mi lira te hiciera un mauseolo que tu inmortalidad aposentara mejor que yo ninguno te alabara que como tu del uno al otro polo el unico naciste el sol y el solo solo mi amor por solo te igualara mas como cantare cuando te lloro sin esperanza de ningun consuelo o ya ternura sea o sea decoro pues pierden hoy porque te gano el cielo mantua su prenda espana su tesoro su dios las musas y su vega el suelo,si mi llanto mi pluma no estorbara fenix patria nuevo apolo mi lira te hiciera mauseolo tu inmortalidad aposentara mejor yo ninguno te alabara como tu uno otro polo unico naciste sol solo solo mi amor solo te igualara como cantare cuando te lloro esperanza ningun consuelo ya ternura sea sea decoro pues pierden hoy porque te gano cielo mantua prenda espana tesoro dios musas vega suelo
205,- XXIV -,Juan de Arguijo,15-17,del vencedor huyendo a lesbos deja pompeyo roto en la farsalia guerra con su esposa se embarca y a la tierra que inunda el nilo por su mal se aleja que el hado riguroso que le aqueja y al extranjero reino le destierra en la seguridad que busca encierra el fin que dio a cornelia eterna queja fiera tormenta en el buscado puerto el gran pompeyo halla en vez de abrigo quien las mudanzas de la suerte ignora quien no recelara el suceso incierto si da la muerte el obligado amigo si el enemigo vencedor le llora,vencedor huyendo lesbos deja pompeyo roto farsalia guerra esposa embarca tierra inunda nilo mal aleja hado riguroso le aqueja extranjero reino le destierra seguridad busca encierra fin dio cornelia eterna queja fiera tormenta buscado puerto gran pompeyo halla vez abrigo quien mudanzas suerte ignora quien no recelara suceso incierto si da muerte obligado amigo si enemigo vencedor le llora
206,Soneto del Triunfo parténico,Carlos Sigüenza y Góngora,15-17,si celeste si candida si pura es eterea azucena al sol luciente cuando indultando a delos por su oriente privilegia de intacta su hermosura como pudo el borron de sombra impura profanar su excepcion como indecente villana espina horrorizar ardiente la luz nevada que aun en delos dura si en la sombra no hay sombra si en la idea la mancha falta no queriendo el dia que menos que de luz su cuna sea como el original como podia hallarse impuro con la culpa fea siendo de luz la sombra de maria,si celeste si candida si pura eterea azucena sol luciente cuando indultando delos oriente privilegia intacta hermosura como pudo borron sombra impura profanar excepcion como indecente villana espina horrorizar ardiente luz nevada aun delos dura si sombra no hay sombra si idea mancha falta no queriendo dia luz cuna sea como original como podia hallarse impuro culpa fea siendo luz sombra maria
207,- IX -,Juan de Arguijo,15-17,en duro escollo expuesta al mar insano la no culpada hija de cefeo mueve a piedad el reino de nereo remedio a su dolor pidiendo en vano cuando rompiendo el aire con liviano vuelo se muestra el vencedor perseo que con el gran despojo meduseo orna glorioso la triunfante mano de la doncella el llanto y la hermosura enviaron a un tiempo al pecho fuerte de lastima y amor agudas flechas del mar la libra y de la bestia dura trocando en vida la temida muerte y en nupciales cantares las endechas,duro escollo expuesta mar insano no culpada hija cefeo mueve piedad reino nereo remedio dolor pidiendo vano cuando rompiendo aire liviano vuelo muestra vencedor perseo gran despojo meduseo orna glorioso triunfante mano doncella llanto hermosura enviaron tiempo pecho fuerte lastima amor agudas flechas mar libra bestia dura trocando vida temida muerte nupciales cantares endechas
208,A la acelerada muerte del doctor Juan Pérez de Montalbán,Bernardino González de Mendoza y Andía,15-17,paraca feroz de humanos bandolera que a ninguno parece llegas tarde y entre sombras y miedos cual cobarde haces tu herida penetrante y fiera como fuiste tan cruda tan severa con quien aun mas alla de la luz arde haciendo de su ingenio y pluma alarde aunque le limitaste la carrera muy gozosa estaras pues escarmienta oye no huyas tan veloz detente y veras que en madrid su patria ostenta todo ingenio sutil y floreciente celebrar sus acciones con que intenta que viva a su pesar eternamente,paraca feroz humanos bandolera ninguno parece llegas tarde entre sombras miedos cual cobarde haces tu herida penetrante fiera como fuiste tan cruda tan severa quien aun alla luz arde haciendo ingenio pluma alarde le limitaste carrera gozosa estaras pues escarmienta oye no huyas tan veloz detente veras madrid patria ostenta todo ingenio sutil floreciente celebrar acciones intenta viva pesar eternamente
209,De San Mateo en Etiopía,Felipe Codínez,15-17,hombre emprestito breve de la vida de la muerte comun deuda forzosa sueno en la fantasia mentirosa maquina en vanidades sostenida luz tan presto mortal como encendida polvo con altivez farsa enganosa ceniza hinchada arena revoltosa humo en el aire flor desvanecida tierra inconstante barro movedizo vapor caduco miserable viento centella breve fabula sonada soplo sin fuerza vidrio quebradizo sombra sin ser ligero pensamiento hombre te llaman yo te llamo nada,hombre emprestito breve vida muerte comun deuda forzosa sueno fantasia mentirosa maquina vanidades sostenida luz tan presto mortal como encendida polvo altivez farsa enganosa ceniza hinchada arena revoltosa humo aire flor desvanecida tierra inconstante barro movedizo vapor caduco miserable viento centella breve fabula sonada soplo fuerza vidrio quebradizo sombra ser ligero pensamiento hombre te llaman yo te llamo nada
210,Soneto,Juan Bautista de Mesa,15-17,si mostrandose roma agradecida a quien un ciudadano libertase cuando con el morir le amenazase su enemigo ya dueno de su vida quiso para que fuese conocida hazana tan honrosa y se imitase que corona sus sienes adornase honra a que fue muy grande bien debida espana si cual debes lo agradeces a quien te libra tantos ciudadanos que con su muerte amenazo el olvido como tantas coronas no le ofreces haciendole con nombre soberanos en cuanto el sol alumbra conocido,si mostrandose roma agradecida quien ciudadano libertase cuando morir le amenazase enemigo ya dueno vida quiso fuese conocida hazana tan honrosa imitase corona sienes adornase honra grande bien debida espana si cual debes agradeces quien te libra tantos ciudadanos muerte amenazo olvido como tantas coronas no le ofreces haciendole nombre soberanos cuanto sol alumbra conocido
211,Al sepulcro de don Juan Pérez de Montalbán,Juan Barreto Bogado,15-17,suspende el paso no sin pena y llanto errante peregrino y considera que el sol la luna estrellas la carrera de su curso veloz dejan de espanto parados se suspenden entre tanto que al monte subes donde en el te espera un cadaver que vivo ser pudiera maestro de las musas por su canto llega al sepulcro que el heroico estilo en lo comico encierra sepultado el aguila de apolo en pompa mira en pompa funeral del tajo y nilo del pindo y del parnaso celebrado el muerto montalban hoy se retira,suspende paso no pena llanto errante peregrino considera sol luna estrellas carrera curso veloz dejan espanto parados suspenden entre tanto monte subes donde te espera cadaver vivo ser pudiera maestro musas canto llega sepulcro heroico estilo comico encierra sepultado aguila apolo pompa mira pompa funeral tajo nilo pindo parnaso celebrado muerto montalban hoy retira
212,A fray Pedro de Padilla por su Tesoro de poesías publicado en 1587,Juan de Vergara,15-17,no me admira de vos padilla tanto el admirable ingenio soberano ni que al de esmirna llegue vuestra mano ni igualar al de tracia vuestro canto ni la presteza a quien con nuevo espanto aquel que llegar piensa piensa en vano que aunque esto pasar muestra el curso humano puedelo todo el justo cielo santo mas admirame ver que en la edad nuestra haya quien piense dar tan alto vuelo que a llegar diga lo que en vos se encierra digalo esta labor divina vuestra que ella os hace milagros aca del cielo honor de espana y gloria de la tierra,no me admira vos padilla tanto admirable ingenio soberano ni esmirna llegue vuestra mano ni igualar tracia vuestro canto ni presteza quien nuevo espanto aquel llegar piensa piensa vano esto pasar muestra curso humano puedelo todo justo cielo santo admirame ver edad nuestra haya quien piense dar tan alto vuelo llegar diga vos encierra digalo esta labor divina vuestra ella os hace milagros aca cielo honor espana gloria tierra
213,Soneto,Ludovico Gonzaga,15-17,cuando en el duro mal de mi tormento tan severo rigor vere aplacarse o adonde de si mismo retirarse podra quien lleva en si su sentimiento un fiero un parricida pensamiento en mis mismas entranas veo forjarse y tanto en mi dolor encarnizarse que di mi muerte misma toma aliento entre mortales ansias agonizo que afecta a la conciencia de mis males y sin poder morir estoy muriendo oh tristes y durisimas senales pues la muerte que ya de rabia emprendo se que me ha de rogar por que la atizo,cuando duro mal mi tormento tan severo rigor vere aplacarse adonde si mismo retirarse podra quien lleva si sentimiento fiero parricida pensamiento mis mismas entranas veo forjarse tanto mi dolor encarnizarse di mi muerte misma toma aliento entre mortales ansias agonizo afecta conciencia mis males poder morir estoy muriendo oh tristes durisimas senales pues muerte ya rabia emprendo me ha rogar atizo
